"municip","location_number","location_name","momb_status","date","year","municip_number_2019","municip_name","total_mcp_area","sea_mcp_area","prod_area_id","prod_area_name"
"MASFJORDEN",11644,"DUESUND",1,2013-12-04,2013,"1266","Masfjorden",641.7115291,85.64212657,4,"Sotra - Stadt"
"MASFJORDEN",11644,"DUESUND",1,2015-06-19,2015,"1266","Masfjorden",641.7115291,85.64212657,4,"Sotra - Stadt"
"MASFJORDEN",11644,"DUESUND",1,2018-02-12,2018,"1266","Masfjorden",641.7115291,85.64212657,4,"Sotra - Stadt"
"MASFJORDEN",11644,"DUESUND",1,2020-01-29,2020,"1266","Masfjorden",641.7115291,85.64212657,4,"Sotra - Stadt"
"ALVER",11649,"Stolane",2,2010-04-27,2010,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"Stolane",3,2011-10-06,2011,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"Stolane",3,2012-09-06,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"Stolane",4,2013-03-07,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",2,2013-10-14,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",1,2015-08-12,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",3,2016-07-26,2016,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",1,2017-07-26,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",1,2017-07-27,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",3,2018-02-07,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",2,2018-07-05,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",3,2019-02-12,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",2,2019-07-03,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",2,2020-07-29,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",4,2020-10-05,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11649,"STOLANE",1,2021-06-03,2021,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",1,2007-01-23,2007,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"Ramsøy",3,2009-12-04,2009,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"Ramsøy",1,2011-07-09,2011,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"Ramsøy",2,2011-08-15,2011,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"Ramsøy",2,2012-10-16,2012,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",2,2013-11-27,2013,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",2,2014-10-20,2014,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",1,2015-10-28,2015,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",1,2016-08-15,2016,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",1,2017-07-05,2017,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",1,2018-08-15,2018,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ASKØY",11651,"RAMSØY S",1,2020-06-17,2020,"1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt"
"ALVER",11652,"Kjeppvikholmen",2,2010-01-08,2010,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPVIKHOLMEN",2,2012-06-08,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",3,2013-05-22,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",4,2013-12-03,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",3,2014-02-21,2014,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",1,2015-04-17,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",4,2015-04-28,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",3,2017-03-23,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",1,2017-11-28,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",2,2019-06-26,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",1,2020-02-26,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11652,"KJEPPEVIKHOLMEN",3,2021-05-27,2021,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"GULEN",11653,"MJØLBÆRVIKA",1,2012-10-23,2012,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"Gråvika",1,2013-03-13,2013,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"GRÅVIKA",2,2015-03-24,2015,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"GRÅVIKA",2,2016-10-03,2016,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"GRÅVIKA",3,2017-09-18,2017,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"GRÅVIKA",2,2018-08-21,2018,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"GRÅVIKA",2,2020-01-28,2020,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11657,"GRÅVIKA",1,2020-07-15,2020,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"ALVER",11665,"Jibbersholmane",1,2010-04-30,2010,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"Jibbersholmane",2,2011-11-22,2011,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",1,2012-10-24,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",2,2013-09-02,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",1,2014-08-22,2014,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",1,2015-09-18,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",2,2017-11-02,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",1,2018-07-26,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",2,2019-11-13,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11665,"JIBBERSHOLMANE",1,2020-06-23,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ØYGARDEN",11667,"Gardskråneset",1,2010-06-23,2010,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"Gardskråneset",1,2012-08-21,2012,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"GARDSKRÅNESET",2,2014-04-02,2014,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"GARDSKRÅNESET",1,2015-04-20,2015,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"GARDSKRÅNESET",2,2016-04-28,2016,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"GARDSKRÅNESET",1,2018-08-03,2018,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"GARDSKRÅNESET",2,2019-06-24,2019,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11667,"GARDSKRÅNESET",1,2020-06-18,2020,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ALVER",11682,"NESFOSSEN",1,2013-02-21,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"GULEN",11684,"Djupevika I",2,2013-05-08,2013,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"ALVER",11687,"Ramsvik",2,2011-05-11,2011,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"Ramsvik",2,2012-08-22,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",3,2013-11-28,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",2,2014-06-20,2014,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",1,2015-10-23,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",1,2017-08-28,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",2,2018-02-08,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",2,2018-07-04,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",1,2019-03-21,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",2,2020-08-21,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11687,"RAMSVIK",2,2021-07-02,2021,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"HYLLESTAD",11688,"Portevika",2,2008-12-02,2008,"1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt"
"HYLLESTAD",11688,"Portevika",1,2010-10-25,2010,"1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt"
"HYLLESTAD",11688,"Portevika",1,2012-03-14,2012,"1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt"
"HYLLESTAD",11688,"PORTEVIKA",1,2014-09-11,2014,"1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt"
"HYLLESTAD",11688,"PORTEVIKA",1,2016-10-04,2016,"1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt"
"HYLLESTAD",11688,"PORTEVIKA",1,2018-10-03,2018,"1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt"
"GULEN",11689,"Kjerringneset",2,2012-01-17,2012,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11689,"KJERRINGNESET",1,2014-01-08,2014,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11689,"KJERRINGNESET",1,2016-01-20,2016,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11689,"KJERRINGNESET",2,2017-07-06,2017,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11689,"KJERRINGNESET",1,2018-04-10,2018,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11689,"KJERRINGNESET",1,2019-06-28,2019,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11689,"KJERRINGNESET",2,2021-04-15,2021,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"ALVER",11690,"Grasholmen",2,2011-02-01,2011,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"Grasholmen",3,2012-02-28,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"Grasholmen",1,2012-06-01,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",3,2014-03-04,2014,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",2,2015-03-25,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",2,2016-08-19,2016,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",2,2017-07-27,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",2,2018-02-09,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",1,2018-07-03,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",2,2019-03-20,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",1,2019-07-04,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",2,2020-08-20,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11690,"GRASHOLMEN",1,2021-07-01,2021,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"GULEN",11700,"Storeneset",2,2012-05-23,2012,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",4,2014-02-18,2014,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",3,2014-06-24,2014,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",2,2015-02-03,2015,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",3,2016-04-05,2016,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",2,2016-10-05,2016,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",2,2017-08-24,2017,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",2,2018-06-13,2018,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",2,2018-10-16,2018,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11700,"STORENESET",3,2020-03-04,2020,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"SOLUND",11714,"Kvernhusvika",1,2007-04-18,2007,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11714,"Kvernhusvika",1,2009-03-13,2009,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11714,"Kvernhusvika",1,2011-03-23,2011,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11714,"KVERNHUSVIKA",1,2013-10-22,2013,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11714,"KVERNHUSVIKA",1,2015-08-18,2015,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11714,"KVERNHUSVIKA",1,2017-08-23,2017,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11714,"KVERNHUSVIKA",1,2019-09-24,2019,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"Kråkenes",1,2007-04-18,2007,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"Kråkenes",1,2009-03-13,2009,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"Kråkenes",1,2011-02-16,2011,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"Kråkenes",1,2012-12-03,2012,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"KRÅKENES",1,2014-08-11,2014,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"KRÅKENES",1,2016-02-10,2016,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"KRÅKENES",1,2017-12-06,2017,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"KRÅKENES",2,2020-01-28,2020,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11719,"KRÅKENES",1,2020-08-27,2020,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"Bukkholmen",1,2007-03-20,2007,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",1,2015-06-08,2015,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",2,2017-12-06,2017,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",2,2018-05-16,2018,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",1,2019-01-22,2019,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",1,2019-05-14,2019,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",2,2020-03-12,2020,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",2,2020-08-27,2020,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11721,"BUKKEHOLMEN",1,2021-05-26,2021,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"Fureholmen",1,2009-01-14,2009,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"Fureholmen S",2,2011-10-20,2011,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"Fureholmen S",3,2012-12-03,2012,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2013-10-22,2013,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",3,2014-11-26,2014,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2015-10-28,2015,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",3,2017-01-16,2017,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2017-08-23,2017,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2018-05-16,2018,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",4,2018-10-30,2018,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",3,2019-05-14,2019,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2019-09-24,2019,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2020-06-16,2020,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",3,2020-11-24,2020,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"SOLUND",11736,"FUREHOLMEN S",2,2021-05-26,2021,"1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt"
"GULEN",11737,"Skorpa",1,2012-12-10,2012,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11737,"SKORPA",2,2015-03-20,2015,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11737,"SKORPA",2,2016-12-02,2016,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"ALVER",11738,"Otterholmen",1,2012-02-23,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",1,2014-01-10,2014,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",2,2015-12-16,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",1,2016-08-24,2016,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",2,2017-10-25,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",1,2018-08-07,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",2,2020-01-30,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11738,"OTTERHOLMEN",1,2020-09-02,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ØYGARDEN",11740,"HAVERØY",1,2008-09-02,2008,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"Haverøy",1,2010-09-20,2010,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"Haverøy",1,2012-08-30,2012,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"HAVERØY",2,2014-07-09,2014,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"HAVERØY",1,2015-04-17,2015,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"HAVERØY",1,2016-06-02,2016,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"HAVERØY",1,2018-07-10,2018,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"ØYGARDEN",11740,"HAVERØY",1,2020-04-23,2020,"1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt"
"GULEN",11749,"BÅRØY",1,2005-08-09,2005,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11749,"Bårøy",2,2012-08-15,2012,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11749,"BÅRØY",1,2014-01-06,2014,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11749,"BÅRØY",2,2016-09-08,2016,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11749,"BÅRØY",1,2017-06-28,2017,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11749,"BÅRØY",1,2019-02-20,2019,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"GULEN",11749,"BÅRØY",1,2020-09-29,2020,"1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt"
"ALVER",11754,"Bøøy",1,2009-03-16,2009,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"Toska Sør",2,2010-11-19,2010,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"Bøøy",3,2012-08-17,2012,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",3,2013-10-28,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",2,2016-03-10,2016,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",4,2017-09-21,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",3,2018-04-10,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",2,2018-07-23,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",3,2019-04-25,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",4,2019-10-09,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",11754,"BØØY",3,2020-09-15,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"Allersholmen",1,2007-08-01,2007,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"Allersholmen",1,2008-08-18,2008,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"Allersholmen",2,2010-11-15,2010,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"Allersholmen",2,2012-08-17,2012,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",3,2013-10-29,2013,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",2,2014-07-09,2014,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",3,2015-08-25,2015,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",3,2016-03-10,2016,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",2,2018-04-10,2018,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",2,2018-07-23,2018,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",3,2019-04-25,2019,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",4,2019-09-04,2019,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",2,2020-09-15,2020,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
"AUSTRHEIM",11756,"ALLERSHOLMEN",3,2021-05-25,2021,"1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt"
